source,file,indicator_code,indicator_name,unit,data_format,notes
WDI,WDICSV.csv,DT.TDS.DECT.GN.ZS,DT.TDS.DECT.GN.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,per_si_allsi.ben_q1_tot,per_si_allsi.ben_q1_tot,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.FS.P1,IC.BRE.FS.P1,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.DTH.COMM.ZS,SH.DTH.COMM.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,per_lm_alllm.cov_q1_tot,per_lm_alllm.cov_q1_tot,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BX.KLT.DINV.WD.GD.ZS,BX.KLT.DINV.WD.GD.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.CH4.PI.MT.CE.AR5,EN.GHG.CH4.PI.MT.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.6569.FE.5Y,SP.POP.6569.FE.5Y,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.NENR,SE.SEC.NENR,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.BRTC.ZS,SH.STA.BRTC.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BN.CAB.XOKA.GD.ZS,BN.CAB.XOKA.GD.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GDP.DISC.KN,NY.GDP.DISC.KN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.TER.CUAT.BA.FE.ZS,SE.TER.CUAT.BA.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.CUAT.MA.ZS,SE.PRM.CUAT.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,HD_HCIP_OTJL_TO,HD_HCIP_OTJL_TO,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.DAC.BELL.CD,DC.DAC.BELL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.NLD.TOTL.CN,GC.NLD.TOTL.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.1564.FE.IN,SP.POP.1564.FE.IN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,FR.INR.RISK,FR.INR.RISK,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.ALC.PCAP.FE.LI,SH.ALC.PCAP.FE.LI,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.VAL.AGRI.ZS.UN,TM.VAL.AGRI.ZS.UN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.CO2.WA.MT.CE.AR5,EN.GHG.CO2.WA.MT.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,FM.AST.CGOV.ZG.M3,FM.AST.CGOV.ZG.M3,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.LBL.TOTL.CN,GC.LBL.TOTL.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,RL.EST,RL.EST,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.RUR.TOTL,SP.RUR.TOTL,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.CUAT.PO.MA.ZS,SE.SEC.CUAT.PO.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GDP.MKTP.CN.AD,NY.GDP.MKTP.CN.AD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.0014.MA.IN,SP.POP.0014.MA.IN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SN.ITK.SVFI.ZS,SN.ITK.SVFI.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.CMPT.FE.ZS,SE.PRM.CMPT.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,ER.H2O.INTR.PC,ER.H2O.INTR.PC,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.RUR.TOTL.ZS,SP.RUR.TOTL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IQ.CPA.PADM.XQ,IQ.CPA.PADM.XQ,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NV.IND.MANF.KN,NV.IND.MANF.KN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.TCHR,SE.PRM.TCHR,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.URB.TOTL,SP.URB.TOTL,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,VA.NO.SRC,VA.NO.SRC,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,VA.PER.RNK.LOWER,VA.PER.RNK.LOWER,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.XPD.CTER.ZS,SE.XPD.CTER.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.HIV.INCD.YG.P3,SH.HIV.INCD.YG.P3,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.ENRL.FE.ZS,SE.SEC.ENRL.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.ADJ.DKAP.CD,NY.ADJ.DKAP.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,per_si_allsi.cov_q2_tot,per_si_allsi.cov_q2_tot,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.HYGN.RU.ZS,SH.STA.HYGN.RU.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.4044.FE.5Y,SP.POP.4044.FE.5Y,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.7074.MA.5Y,SP.POP.7074.MA.5Y,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SG.TIM.UWRK.MA,SG.TIM.UWRK.MA,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SI.SPR.PCAP,SI.SPR.PCAP,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.TAX.MRCH.SM.FN.ZS,TM.TAX.MRCH.SM.FN.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.US.P1,IC.BRE.US.P1,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.US.P3,IC.BRE.US.P3,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.CO2.ZG.AR5,EN.GHG.CO2.ZG.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.CO2.LU.OL.MT.CE.AR5,EN.GHG.CO2.LU.OL.MT.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.RSB.GNFS.CD,NE.RSB.GNFS.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IT.MLT.MAIN,IT.MLT.MAIN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TX.VAL.FOOD.ZS.UN,TX.VAL.FOOD.ZS.UN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.ODA.OATL.KD,DT.ODA.OATL.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.XPN.OTHR.CN,GC.XPN.OTHR.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,PA.NUS.PPP,PA.NUS.PPP,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.OWGH.ME.FE.ZS,SH.STA.OWGH.ME.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.REPT.MA.ZS,SE.PRM.REPT.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EG.USE.COMM.CL.ZS,EG.USE.COMM.CL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.CUAT.PO.ZS,SE.SEC.CUAT.PO.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.RSB.GNFS.KN,NE.RSB.GNFS.KN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,AG.LND.FRST.K2,AG.LND.FRST.K2,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.XPD.PRIM.PC.ZS,SE.XPD.PRIM.PC.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.GDI.FTOT.KN,NE.GDI.FTOT.KN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.UNCTAD.CD,DT.NFL.UNCTAD.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,FI.RES.XGLD.CD,FI.RES.XGLD.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.0714.WK.FE.TM,SL.TLF.0714.WK.FE.TM,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GDP.DEFL.ZS,NY.GDP.DEFL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GNP.MKTP.PP.CD,NY.GNP.MKTP.PP.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.XPN.GSRV.ZS,GC.XPN.GSRV.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,AG.LND.TOTL.K2,AG.LND.TOTL.K2,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.TAX.MANF.SM.FN.ZS,TM.TAX.MANF.SM.FN.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,ER.H2O.FWDM.ZS,ER.H2O.FWDM.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.EXP.GNFS.KD,NE.EXP.GNFS.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.RSB.GNFS.CN,NE.RSB.GNFS.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.VAL.FUEL.ZS.UN,TM.VAL.FUEL.ZS.UN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GNP.PCAP.KN,NY.GNP.PCAP.KN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.GINT.MA.ZS,SE.PRM.GINT.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.MED.PHYS.ZS,SH.MED.PHYS.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.6064.MA.5Y,SP.POP.6064.MA.5Y,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.MALN.ZS,SH.STA.MALN.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.NENR,SE.PRM.NENR,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NV.SRV.TOTL.ZS,NV.SRV.TOTL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SG.VAW.REFU.ZS,SG.VAW.REFU.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,FM.LBL.BMNY.ZG,FM.LBL.BMNY.ZG,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.DYN.CDRT.IN,SP.DYN.CDRT.IN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,PA.NUS.ATLS,PA.NUS.ATLS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.CON.TOTL.KN,NE.CON.TOTL.KN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.VAL.MRCH.WL.CD,TM.VAL.MRCH.WL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,FM.AST.DOMS.CN,FM.AST.DOMS.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BN.GSR.MRCH.CD,BN.GSR.MRCH.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SM.POP.RRWA.EO,SM.POP.RRWA.EO,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,CC.NO.SRC,CC.NO.SRC,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,per_si_allsi.cov_q4_tot,per_si_allsi.cov_q4_tot,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IQ.CPA.FINS.XQ,IQ.CPA.FINS.XQ,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.XPD.PVTD.PP.CD,SH.XPD.PVTD.PP.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SM.POP.FDIP,SM.POP.FDIP,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.VAL.MRCH.R3.ZS,TM.VAL.MRCH.R3.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SM.POP.NETM,SM.POP.NETM,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.DYN.TO65.FE.ZS,SP.DYN.TO65.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.EMP.VULN.MA.ZS,SL.EMP.VULN.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.CUS.DURS.IM,IC.CUS.DURS.IM,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,per_sa_allsa.cov_q1_tot,per_sa_allsa.cov_q1_tot,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.TAX.TOTL.CN,GC.TAX.TOTL.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.ALC.PCAP.MA.LI,SH.ALC.PCAP.MA.LI,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.CLC.MDAT.ZS,EN.CLC.MDAT.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.EMP.1524.SP.ZS,SL.EMP.1524.SP.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,HD_HCIP_EDUC_MA,HD_HCIP_EDUC_MA,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.UNWT.CD,DT.NFL.UNWT.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.ODFC.RU.ZS,SH.STA.ODFC.RU.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.ADJ.DFOR.CD,NY.ADJ.DFOR.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.DYN.CONU.ZS,SP.DYN.CONU.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TX.UVI.MRCH.XD.WD,TX.UVI.MRCH.XD.WD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,AG.CON.FERT.PT.ZS,AG.CON.FERT.PT.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NV.FSM.TOTL.KN,NV.FSM.TOTL.KN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.ADT.1524.LT.ZS,SE.ADT.1524.LT.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.DAC.KORL.CD,DC.DAC.KORL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.DURS,SE.SEC.DURS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.TAX.GSRV.VA.ZS,GC.TAX.GSRV.VA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NV.AGR.TOTL.KD.ZG,NV.AGR.TOTL.KD.ZG,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,per_sa_allsa.cov_pop_tot,per_sa_allsa.cov_pop_tot,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.AGR.EMPL.FE.ZS,SL.AGR.EMPL.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.URB.GROW,SP.URB.GROW,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GDP.DISC.CN,NY.GDP.DISC.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.FGAS.IP.MT.CE.AR5,EN.GHG.FGAS.IP.MT.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,MS.MIL.XPND.CD,MS.MIL.XPND.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.DTH.NMRT,SH.DTH.NMRT,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.ANVC.ZS,SH.STA.ANVC.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.ANM.NPRG.ZS,SH.ANM.NPRG.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SN.ITK.DEFC.ZS,SN.ITK.DEFC.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.WAG.0714.FE.ZS,SL.WAG.0714.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH_UHC_FH40,SH_UHC_FH40,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.ALL.PC.CE.AR5,EN.GHG.ALL.PC.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.DR.P1,IC.BRE.DR.P1,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SI.DST.05TH.20,SI.DST.05TH.20,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.UEM.NEET.ME.ZS,SL.UEM.NEET.ME.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.DOD.DIMF.CD,DT.DOD.DIMF.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.EMP.VULN.FE.ZS,SL.EMP.VULN.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.BL.P3,IC.BRE.BL.P3,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IQ.CPA.GNDR.XQ,IQ.CPA.GNDR.XQ,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.FPL.SATM.ZS,SH.FPL.SATM.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.XPD.GHED.CH.ZS,SH.XPD.GHED.CH.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.FRM.CRDC.PT.ZS,IC.FRM.CRDC.PT.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IT.NET.BBND.P2,IT.NET.BBND.P2,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.VAL.MRCH.R6.ZS,TM.VAL.MRCH.R6.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.CH4.WA.MT.CE.AR5,EN.GHG.CH4.WA.MT.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.PART.MA.ZS,SL.TLF.PART.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.4549.FE.5Y,SP.POP.4549.FE.5Y,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GB.XPD.RSDV.GD.ZS,GB.XPD.RSDV.GD.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NV.SRV.TOTL.CN,NV.SRV.TOTL.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.ELC.DURS,IC.ELC.DURS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.DR.OS,IC.BRE.DR.OS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GE.PER.RNK.UPPER,GE.PER.RNK.UPPER,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,ST.INT.RCPT.CD,ST.INT.RCPT.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.CMPT.LO.ZS,SE.SEC.CMPT.LO.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.CH4.IP.MT.CE.AR5,EN.GHG.CH4.IP.MT.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.DAC.ESTL.CD,DC.DAC.ESTL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SM.POP.OPIP.EO,SM.POP.OPIP.EO,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.3539.FE.5Y,SP.POP.3539.FE.5Y,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.EMP.SELF.FE.ZS,SL.EMP.SELF.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.CO2.PI.MT.CE.AR5,EN.GHG.CO2.PI.MT.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IQ.CPA.TRAD.XQ,IQ.CPA.TRAD.XQ,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.FRM.FREG.ZS,IC.FRM.FREG.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GDY.TOTL.KN,NY.GDY.TOTL.KN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.ODA.ODAT.PC.ZS,DT.ODA.ODAT.PC.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.XPD.OOPC.PP.CD,SH.XPD.OOPC.PP.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IS.AIR.DPRT,IS.AIR.DPRT,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.TX.P2,IC.BRE.TX.P2,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.CO2.TR.MT.CE.AR5,EN.GHG.CO2.TR.MT.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.SRV.EMPL.MA.ZS,SL.SRV.EMPL.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.XPD.SECO.PC.ZS,SE.XPD.SECO.PC.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,LP.LPI.INFR.XQ,LP.LPI.INFR.XQ,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.DAC.USAL.CD,DC.DAC.USAL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.ENRL.VO,SE.SEC.ENRL.VO,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EG.ELC.ACCS.ZS,EG.ELC.ACCS.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.DOD.DECT.GN.ZS,DT.DOD.DECT.GN.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GNP.MKTP.KD.ZG,NY.GNP.MKTP.KD.ZG,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BUS.NREG,IC.BUS.NREG,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.ATM.PM25.MC.T2.ZS,EN.ATM.PM25.MC.T2.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.PNGB.CD,DT.NFL.PNGB.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.HIV.INCD.TL,SH.HIV.INCD.TL,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TX.VAL.ICTG.ZS.UN,TX.VAL.ICTG.ZS.UN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.H2O.SMDW.UR.ZS,SH.H2O.SMDW.UR.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.MALN.FE.ZS,SH.STA.MALN.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.SCIE.RD.P6,SP.POP.SCIE.RD.P6,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.TER.ENRR.MA,SE.TER.ENRR.MA,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IT.NET.SECR.P6,IT.NET.SECR.P6,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.TAX.MANF.WM.AR.ZS,TM.TAX.MANF.WM.AR.ZS,,long (each row is country-year-indicator),Actual indicator codes
